id,visitors
air_0241aa3964b7f861_2017-04-23,9.383881538668748
air_0241aa3964b7f861_2017-04-24,7.468004739329155
air_0241aa3964b7f861_2017-04-25,7.601459341396978
air_0241aa3964b7f861_2017-04-26,8.852292632750329
air_0241aa3964b7f861_2017-04-27,3.6216851619829296
air_0241aa3964b7f861_2017-04-28,6.724669702719126
air_0241aa3964b7f861_2017-04-29,11.12366500266252
air_0241aa3964b7f861_2017-04-30,9.063851007792598
air_0241aa3964b7f861_2017-05-01,7.57880630448077
air_0241aa3964b7f861_2017-05-02,7.799617819992454
air_0241aa3964b7f861_2017-05-03,14.64229203116276
air_0241aa3964b7f861_2017-05-04,2.726973499990931
air_0241aa3964b7f861_2017-05-05,7.134543905049087
air_0241aa3964b7f861_2017-05-06,11.166726209472525
air_0241aa3964b7f861_2017-05-07,8.936695482479841
air_0241aa3964b7f861_2017-05-08,7.247982957481814
air_0241aa3964b7f861_2017-05-09,7.582055096219884
air_0241aa3964b7f861_2017-05-10,9.413067209867918
air_0241aa3964b7f861_2017-05-11,3.546559866101583
air_0241aa3964b7f861_2017-05-12,6.901582203325212
air_0241aa3964b7f861_2017-05-13,11.26524127043153
air_0241aa3964b7f861_2017-05-14,9.162394576961837
air_0241aa3964b7f861_2017-05-15,7.319678195681064
air_0241aa3964b7f861_2017-05-16,7.594192527180622
air_0241aa3964b7f861_2017-05-17,9.150680695516769
air_0241aa3964b7f861_2017-05-18,3.7249986981896233
air_0241aa3964b7f861_2017-05-19,7.046875203460413
air_0241aa3964b7f861_2017-05-20,11.45130041582943
air_0241aa3964b7f861_2017-05-21,9.424362397924988
air_0241aa3964b7f861_2017-05-22,7.2857347287989755
air_0241aa3964b7f861_2017-05-23,7.6443422480062
air_0241aa3964b7f861_2017-05-24,8.98525938099592
air_0241aa3964b7f861_2017-05-25,3.5798726265770453
air_0241aa3964b7f861_2017-05-26,7.033310421687118
air_0241aa3964b7f861_2017-05-27,11.471142192138005
air_0241aa3964b7f861_2017-05-28,9.369929461017605
air_0241aa3964b7f861_2017-05-29,7.226601943007207
air_0241aa3964b7f861_2017-05-30,7.4813311375375235
air_0241aa3964b7f861_2017-05-31,8.824710676131197
air_0328696196e46f18_2017-04-23,7.767426120813299
air_0328696196e46f18_2017-04-24,4.052877607237877
air_0328696196e46f18_2017-04-25,6.087818727098454
air_0328696196e46f18_2017-04-26,7.188121804803366
air_0328696196e46f18_2017-04-27,7.360651749867275
air_0328696196e46f18_2017-04-28,7.670876510040321
air_0328696196e46f18_2017-04-29,7.069122307119974
air_0328696196e46f18_2017-04-30,7.718212688886751
air_0328696196e46f18_2017-05-01,4.357007151783885
air_0328696196e46f18_2017-05-02,6.058739138876369
air_0328696196e46f18_2017-05-03,8.020460223016684
air_0328696196e46f18_2017-05-04,9.226110271021426
air_0328696196e46f18_2017-05-05,7.615728422181122
air_0328696196e46f18_2017-05-06,6.65005310303009
air_0328696196e46f18_2017-05-07,7.67192171694177
air_0328696196e46f18_2017-05-08,4.359753045631783
air_0328696196e46f18_2017-05-09,6.1064657857510865
air_0328696196e46f18_2017-05-10,7.117886142480109
air_0328696196e46f18_2017-05-11,7.4522328664489645
air_0328696196e46f18_2017-05-12,7.250146557740349
air_0328696196e46f18_2017-05-13,6.609066343132645
air_0328696196e46f18_2017-05-14,7.707057263302943
air_0328696196e46f18_2017-05-15,4.3043101515248114
air_0328696196e46f18_2017-05-16,6.116102664434349
air_0328696196e46f18_2017-05-17,7.144406687590522
air_0328696196e46f18_2017-05-18,7.614492334461559
air_0328696196e46f18_2017-05-19,7.558938019188297
air_0328696196e46f18_2017-05-20,6.848136782485332
air_0328696196e46f18_2017-05-21,7.938029822994395
air_0328696196e46f18_2017-05-22,4.389371710693005
air_0328696196e46f18_2017-05-23,6.2085264728144764
air_0328696196e46f18_2017-05-24,7.2148309101267
air_0328696196e46f18_2017-05-25,7.616631866831591
air_0328696196e46f18_2017-05-26,7.380958956454398
air_0328696196e46f18_2017-05-27,6.670751486277113
air_0328696196e46f18_2017-05-28,7.77509017884557
air_0328696196e46f18_2017-05-29,4.2618957179505825
air_0328696196e46f18_2017-05-30,6.230234583033464
air_0328696196e46f18_2017-05-31,7.089745899532534
air_034a3d5b40d5b1b1_2017-04-23,24.702526729931858
air_034a3d5b40d5b1b1_2017-04-24,13.83757698185963
air_034a3d5b40d5b1b1_2017-04-25,13.09328254486953
air_034a3d5b40d5b1b1_2017-04-26,17.305040221088422
air_034a3d5b40d5b1b1_2017-04-27,13.545028761918143
air_034a3d5b40d5b1b1_2017-04-28,21.039685855712104
air_034a3d5b40d5b1b1_2017-04-29,26.124280250848848
air_034a3d5b40d5b1b1_2017-04-30,25.180435693343235
air_034a3d5b40d5b1b1_2017-05-01,14.175465847149512
air_034a3d5b40d5b1b1_2017-05-02,13.48403181440289
air_034a3d5b40d5b1b1_2017-05-03,14.195506701647306
air_034a3d5b40d5b1b1_2017-05-04,14.773416742190001
air_034a3d5b40d5b1b1_2017-05-05,23.95592560871856
air_034a3d5b40d5b1b1_2017-05-06,25.6977749123985
air_034a3d5b40d5b1b1_2017-05-07,24.137057302127417
air_034a3d5b40d5b1b1_2017-05-08,14.340560256939483
air_034a3d5b40d5b1b1_2017-05-09,13.906515635951799
air_034a3d5b40d5b1b1_2017-05-10,17.636958694427527
air_034a3d5b40d5b1b1_2017-05-11,13.840290729861232
air_034a3d5b40d5b1b1_2017-05-12,21.48545910514865
air_034a3d5b40d5b1b1_2017-05-13,25.87297557464384
air_034a3d5b40d5b1b1_2017-05-14,25.10475983429464
air_034a3d5b40d5b1b1_2017-05-15,14.75750064560633
air_034a3d5b40d5b1b1_2017-05-16,14.139581037707611
air_034a3d5b40d5b1b1_2017-05-17,17.736370768583082
air_034a3d5b40d5b1b1_2017-05-18,14.032179624709435
air_034a3d5b40d5b1b1_2017-05-19,21.86554481113765
air_034a3d5b40d5b1b1_2017-05-20,26.437280999376775
air_034a3d5b40d5b1b1_2017-05-21,24.766981713251127
air_034a3d5b40d5b1b1_2017-05-22,14.847602751253321
air_034a3d5b40d5b1b1_2017-05-23,13.760321046463641
air_034a3d5b40d5b1b1_2017-05-24,17.64121397146704
air_034a3d5b40d5b1b1_2017-05-25,13.741785861493344
air_034a3d5b40d5b1b1_2017-05-26,21.340796888884867
air_034a3d5b40d5b1b1_2017-05-27,25.492268563225053
air_034a3d5b40d5b1b1_2017-05-28,24.234322425226054
air_034a3d5b40d5b1b1_2017-05-29,14.343873824132318
air_034a3d5b40d5b1b1_2017-05-30,14.229552659796575
air_034a3d5b40d5b1b1_2017-05-31,17.821798393700004
air_036d4f1ee7285390_2017-04-23,21.161086357985504
air_036d4f1ee7285390_2017-04-24,15.49041153186152
air_036d4f1ee7285390_2017-04-25,19.149511183409125
air_036d4f1ee7285390_2017-04-26,22.974523686670704
air_036d4f1ee7285390_2017-04-27,15.892924194372398
air_036d4f1ee7285390_2017-04-28,19.186134400902517
air_036d4f1ee7285390_2017-04-29,22.139974986316883
air_036d4f1ee7285390_2017-04-30,21.783524715803452
air_036d4f1ee7285390_2017-05-01,16.30229901896076
air_036d4f1ee7285390_2017-05-02,19.996498156674114
air_036d4f1ee7285390_2017-05-03,22.16385172478392
air_036d4f1ee7285390_2017-05-04,17.61794872706621
air_036d4f1ee7285390_2017-05-05,14.741224457522712
air_036d4f1ee7285390_2017-05-06,22.532645744550493
air_036d4f1ee7285390_2017-05-07,20.50677446975841
air_036d4f1ee7285390_2017-05-08,16.462160774396082
air_036d4f1ee7285390_2017-05-09,20.273230530017265
air_036d4f1ee7285390_2017-05-10,22.90804175757287
air_036d4f1ee7285390_2017-05-11,16.33830360863175
air_036d4f1ee7285390_2017-05-12,19.710018126163188
air_036d4f1ee7285390_2017-05-13,22.59310477831704
air_036d4f1ee7285390_2017-05-14,21.26420128007585
air_036d4f1ee7285390_2017-05-15,16.592047695857268
air_036d4f1ee7285390_2017-05-16,20.503135236632428
air_036d4f1ee7285390_2017-05-17,22.946929191338743
air_036d4f1ee7285390_2017-05-18,16.650800132871197
air_036d4f1ee7285390_2017-05-19,20.08325566827685
air_036d4f1ee7285390_2017-05-20,23.090399862826757
air_036d4f1ee7285390_2017-05-21,21.067134131354997
air_036d4f1ee7285390_2017-05-22,16.59776396824597
air_036d4f1ee7285390_2017-05-23,20.20337241501519
air_036d4f1ee7285390_2017-05-24,22.89782872869076
air_036d4f1ee7285390_2017-05-25,16.429970139851513
air_036d4f1ee7285390_2017-05-26,19.911161255540765
air_036d4f1ee7285390_2017-05-27,22.92799295789782
air_036d4f1ee7285390_2017-05-28,21.325790630789978
air_036d4f1ee7285390_2017-05-29,16.662204271652683
air_036d4f1ee7285390_2017-05-30,20.88546380939974
air_036d4f1ee7285390_2017-05-31,23.43203465110234
air_0382c794b73b51ad_2017-04-23,35.425199053416605
air_0382c794b73b51ad_2017-04-24,23.921190371676055
air_0382c794b73b51ad_2017-04-25,24.75592287571823
air_0382c794b73b51ad_2017-04-26,21.641444166191967
air_0382c794b73b51ad_2017-04-27,25.185035036921036
air_0382c794b73b51ad_2017-04-28,25.205178786769693
air_0382c794b73b51ad_2017-04-29,34.125383485488875
air_0382c794b73b51ad_2017-04-30,35.3806610019283
air_0382c794b73b51ad_2017-05-01,24.073531821765002
air_0382c794b73b51ad_2017-05-02,25.091155621917267
air_0382c794b73b51ad_2017-05-03,24.06460357713423
air_0382c794b73b51ad_2017-05-04,30.23399741682833
air_0382c794b73b51ad_2017-05-05,26.38172883619039
air_0382c794b73b51ad_2017-05-06,33.2951007063608
air_0382c794b73b51ad_2017-05-07,35.15120579381834
air_0382c794b73b51ad_2017-05-08,24.264978252688877
air_0382c794b73b51ad_2017-05-09,25.020629302167336
air_0382c794b73b51ad_2017-05-10,22.220070426744122
air_0382c794b73b51ad_2017-05-11,25.45653229168422
air_0382c794b73b51ad_2017-05-12,25.03845707065257
air_0382c794b73b51ad_2017-05-13,33.57530408228806
air_0382c794b73b51ad_2017-05-14,35.85433727464226
air_0382c794b73b51ad_2017-05-15,24.438216507207635
air_0382c794b73b51ad_2017-05-16,25.212762437119032
air_0382c794b73b51ad_2017-05-17,22.049912809395366
air_0382c794b73b51ad_2017-05-18,25.54696345958392
air_0382c794b73b51ad_2017-05-19,24.940901764985988
air_0382c794b73b51ad_2017-05-20,33.20733268726623
air_0382c794b73b51ad_2017-05-21,35.47952286070214
air_0382c794b73b51ad_2017-05-22,23.890637338712185
air_0382c794b73b51ad_2017-05-23,25.092896533731114
air_0382c794b73b51ad_2017-05-24,22.147502681445445
air_0382c794b73b51ad_2017-05-25,25.415374749660423
air_0382c794b73b51ad_2017-05-26,24.816110959481257
air_0382c794b73b51ad_2017-05-27,33.09161242276822
air_0382c794b73b51ad_2017-05-28,35.59175219671862
air_0382c794b73b51ad_2017-05-29,24.43288869140774
air_0382c794b73b51ad_2017-05-30,25.223552183239555
air_0382c794b73b51ad_2017-05-31,22.08802065178108
air_03963426c9312048_2017-04-23,11.15233305910909
air_03963426c9312048_2017-04-24,18.573773702498116
air_03963426c9312048_2017-04-25,18.799816240080734
air_03963426c9312048_2017-04-26,28.961832900462266
air_03963426c9312048_2017-04-27,14.959282496167251
air_03963426c9312048_2017-04-28,60.21378881653622
air_03963426c9312048_2017-04-29,53.64753799689396
air_03963426c9312048_2017-04-30,11.130336231242236
air_03963426c9312048_2017-05-01,28.555507253104267
air_03963426c9312048_2017-05-02,24.924081331391527
air_03963426c9312048_2017-05-03,15.64664081501315
air_03963426c9312048_2017-05-04,18.906641614611157
air_03963426c9312048_2017-05-05,48.93789118302672
air_03963426c9312048_2017-05-06,49.422003966205
air_03963426c9312048_2017-05-07,11.30940432276215
air_03963426c9312048_2017-05-08,23.07760038723413
air_03963426c9312048_2017-05-09,17.66596017316453
air_03963426c9312048_2017-05-10,20.91209951392179
air_03963426c9312048_2017-05-11,20.000563097821455
air_03963426c9312048_2017-05-12,59.13912910770884
air_03963426c9312048_2017-05-13,52.45564692084776
air_03963426c9312048_2017-05-14,11.81584435174779
air_03963426c9312048_2017-05-15,17.29232263993004
air_03963426c9312048_2017-05-16,17.560528200204928
air_03963426c9312048_2017-05-17,20.60006803422961
air_03963426c9312048_2017-05-18,20.175085922438114
air_03963426c9312048_2017-05-19,59.12887619144248
air_03963426c9312048_2017-05-20,52.6246655926548
air_03963426c9312048_2017-05-21,11.648188664172277
air_03963426c9312048_2017-05-22,18.171562432598805
air_03963426c9312048_2017-05-23,17.48603680794125
air_03963426c9312048_2017-05-24,20.55944869025651
air_03963426c9312048_2017-05-25,20.217784033520218
air_03963426c9312048_2017-05-26,59.46598638939972
air_03963426c9312048_2017-05-27,53.04451730080125
air_03963426c9312048_2017-05-28,11.593336392394153
air_03963426c9312048_2017-05-29,18.202208254991838
air_03963426c9312048_2017-05-30,17.52011637688687
air_03963426c9312048_2017-05-31,20.079094505927195
air_04341b588bde96cd_2017-04-23,39.662660493675176
air_04341b588bde96cd_2017-04-24,31.16870936423023
air_04341b588bde96cd_2017-04-25,24.63587432996438
air_04341b588bde96cd_2017-04-26,27.970212616630075
air_04341b588bde96cd_2017-04-27,25.468438727147404
air_04341b588bde96cd_2017-04-28,43.490504232554315
air_04341b588bde96cd_2017-04-29,46.800789292031055
air_04341b588bde96cd_2017-04-30,39.070719297243166
air_04341b588bde96cd_2017-05-01,30.705730511193675
air_04341b588bde96cd_2017-05-02,24.552441153485237
air_04341b588bde96cd_2017-05-03,36.29703667933169
air_04341b588bde96cd_2017-05-04,32.408906308881384
air_04341b588bde96cd_2017-05-05,43.24516723893718
air_04341b588bde96cd_2017-05-06,45.114956534726296
air_04341b588bde96cd_2017-05-07,38.90339471204598
air_04341b588bde96cd_2017-05-08,31.51905298416864
air_04341b588bde96cd_2017-05-09,24.91989771715285
air_04341b588bde96cd_2017-05-10,27.994772164796522
air_04341b588bde96cd_2017-05-11,24.97233935006056
air_04341b588bde96cd_2017-05-12,40.508996944879215
air_04341b588bde96cd_2017-05-13,43.96295143924892
air_04341b588bde96cd_2017-05-14,38.5918781456574
air_04341b588bde96cd_2017-05-15,30.70564205026164
air_04341b588bde96cd_2017-05-16,24.502439424928497
air_04341b588bde96cd_2017-05-17,27.643034644625665
air_04341b588bde96cd_2017-05-18,25.092698563402426
air_04341b588bde96cd_2017-05-19,41.63313622377072
air_04341b588bde96cd_2017-05-20,44.89870360198406
air_04341b588bde96cd_2017-05-21,38.92940722623454
air_04341b588bde96cd_2017-05-22,30.76947810572989
air_04341b588bde96cd_2017-05-23,25.024168845308143
air_04341b588bde96cd_2017-05-24,28.020304770998546
air_04341b588bde96cd_2017-05-25,24.87778934852649
air_04341b588bde96cd_2017-05-26,41.87497196428314
air_04341b588bde96cd_2017-05-27,45.47137923711842
air_04341b588bde96cd_2017-05-28,39.012895438446044
air_04341b588bde96cd_2017-05-29,31.794972907410262
air_04341b588bde96cd_2017-05-30,25.042377306145674
air_04341b588bde96cd_2017-05-31,27.61022796021414
air_049f6d5b402a31b2_2017-04-23,3.544244789032331
air_049f6d5b402a31b2_2017-04-24,8.503338607641691
air_049f6d5b402a31b2_2017-04-25,8.074990127734784
air_049f6d5b402a31b2_2017-04-26,9.820057008882916
air_049f6d5b402a31b2_2017-04-27,8.94409484642952
air_049f6d5b402a31b2_2017-04-28,14.21846093270778
air_049f6d5b402a31b2_2017-04-29,17.72389397384019
air_049f6d5b402a31b2_2017-04-30,3.5695629071458557
air_049f6d5b402a31b2_2017-05-01,8.576422589658204
air_049f6d5b402a31b2_2017-05-02,8.108605639597728
air_049f6d5b402a31b2_2017-05-03,12.907599554186051
air_049f6d5b402a31b2_2017-05-04,12.478187564038045
air_049f6d5b402a31b2_2017-05-05,14.176233276981893
air_049f6d5b402a31b2_2017-05-06,18.110584467880848
air_049f6d5b402a31b2_2017-05-07,3.6968909175231697
air_049f6d5b402a31b2_2017-05-08,8.581375901618458
air_049f6d5b402a31b2_2017-05-09,8.116578397848226
air_049f6d5b402a31b2_2017-05-10,10.07505582661618
air_049f6d5b402a31b2_2017-05-11,9.040386268839791
air_049f6d5b402a31b2_2017-05-12,13.776215196755299
air_049f6d5b402a31b2_2017-05-13,18.150390191386563
air_049f6d5b402a31b2_2017-05-14,3.822752930782491
air_049f6d5b402a31b2_2017-05-15,8.568585551370973
air_049f6d5b402a31b2_2017-05-16,8.19391408800932
air_049f6d5b402a31b2_2017-05-17,9.990612157414501
air_049f6d5b402a31b2_2017-05-18,9.194970487445165
air_049f6d5b402a31b2_2017-05-19,13.821522421545826
air_049f6d5b402a31b2_2017-05-20,18.245326249603167
air_049f6d5b402a31b2_2017-05-21,3.836430970040468
air_049f6d5b402a31b2_2017-05-22,8.498320932153366
air_049f6d5b402a31b2_2017-05-23,8.053425096285892
air_049f6d5b402a31b2_2017-05-24,9.731180730107203
air_049f6d5b402a31b2_2017-05-25,8.88613205583585
air_049f6d5b402a31b2_2017-05-26,13.924675287988341
air_049f6d5b402a31b2_2017-05-27,18.33099718233988
air_049f6d5b402a31b2_2017-05-28,3.8141692618932406
air_049f6d5b402a31b2_2017-05-29,8.569164457303351
air_049f6d5b402a31b2_2017-05-30,8.120449060556187
air_049f6d5b402a31b2_2017-05-31,9.661611357735843
air_04cae7c1bc9b2a0b_2017-04-23,20.092047141514687
air_04cae7c1bc9b2a0b_2017-04-24,8.635814474387866
air_04cae7c1bc9b2a0b_2017-04-25,18.712975982577028
air_04cae7c1bc9b2a0b_2017-04-26,14.058669235853216
air_04cae7c1bc9b2a0b_2017-04-27,12.296213592775125
air_04cae7c1bc9b2a0b_2017-04-28,22.258049634201313
air_04cae7c1bc9b2a0b_2017-04-29,26.800329276178488
air_04cae7c1bc9b2a0b_2017-04-30,16.956736332193813
air_04cae7c1bc9b2a0b_2017-05-01,8.95636301520944
air_04cae7c1bc9b2a0b_2017-05-02,11.97425762302576
air_04cae7c1bc9b2a0b_2017-05-03,18.53365212998
air_04cae7c1bc9b2a0b_2017-05-04,25.13421898207308
air_04cae7c1bc9b2a0b_2017-05-05,31.040840109230047
air_04cae7c1bc9b2a0b_2017-05-06,26.426910037367428
air_04cae7c1bc9b2a0b_2017-05-07,16.310183478734412
air_04cae7c1bc9b2a0b_2017-05-08,8.719367424514182
air_04cae7c1bc9b2a0b_2017-05-09,12.285479429727928
air_04cae7c1bc9b2a0b_2017-05-10,14.620248985686079
air_04cae7c1bc9b2a0b_2017-05-11,12.413127260624835
air_04cae7c1bc9b2a0b_2017-05-12,22.07839381947528
air_04cae7c1bc9b2a0b_2017-05-13,26.723112118362693
air_04cae7c1bc9b2a0b_2017-05-14,16.585676077119487
air_04cae7c1bc9b2a0b_2017-05-15,8.665249549094208
air_04cae7c1bc9b2a0b_2017-05-16,12.330890142362026
air_04cae7c1bc9b2a0b_2017-05-17,14.36399859680059
air_04cae7c1bc9b2a0b_2017-05-18,12.377079280718382
air_04cae7c1bc9b2a0b_2017-05-19,22.033291611330192
air_04cae7c1bc9b2a0b_2017-05-20,28.290562475435205
air_04cae7c1bc9b2a0b_2017-05-21,16.486228448215336
air_04cae7c1bc9b2a0b_2017-05-22,8.649593734656882
air_04cae7c1bc9b2a0b_2017-05-23,12.554897170379196
air_04cae7c1bc9b2a0b_2017-05-24,14.658867757109231
air_04cae7c1bc9b2a0b_2017-05-25,12.544395860544928
air_04cae7c1bc9b2a0b_2017-05-26,22.67161055039093
air_04cae7c1bc9b2a0b_2017-05-27,27.487651706540476
air_04cae7c1bc9b2a0b_2017-05-28,17.16168154630266
air_04cae7c1bc9b2a0b_2017-05-29,9.098534199184224
air_04cae7c1bc9b2a0b_2017-05-30,12.68892074552322
air_04cae7c1bc9b2a0b_2017-05-31,14.815208451593122
air_0585011fa179bcce_2017-04-23,4.471011486501386
air_0585011fa179bcce_2017-04-24,3.6318443071515842
air_0585011fa179bcce_2017-04-25,3.3330038517855693
air_0585011fa179bcce_2017-04-26,4.764743268310811
air_0585011fa179bcce_2017-04-27,5.437881961065436
air_0585011fa179bcce_2017-04-28,4.637545937706042
air_0585011fa179bcce_2017-04-29,7.265842807488409
air_0585011fa179bcce_2017-04-30,4.463381249602941
air_0585011fa179bcce_2017-05-01,3.657741779927198
air_0585011fa179bcce_2017-05-02,3.6694580484622565
air_0585011fa179bcce_2017-05-03,5.358011167252555
air_0585011fa179bcce_2017-05-04,5.991827244994161
air_0585011fa179bcce_2017-05-05,6.250077765625115
air_0585011fa179bcce_2017-05-06,7.076905284401434
air_0585011fa179bcce_2017-05-07,4.574690790222464
air_0585011fa179bcce_2017-05-08,3.5271781303845904
air_0585011fa179bcce_2017-05-09,3.503119278791672
air_0585011fa179bcce_2017-05-10,4.919168825011118
air_0585011fa179bcce_2017-05-11,5.361250620508263
air_0585011fa179bcce_2017-05-12,4.694898702050382
air_0585011fa179bcce_2017-05-13,6.89681046982789
air_0585011fa179bcce_2017-05-14,4.512899189729202
air_0585011fa179bcce_2017-05-15,3.44319571940631
air_0585011fa179bcce_2017-05-16,3.5329784280215732
air_0585011fa179bcce_2017-05-17,4.871194806488322
air_0585011fa179bcce_2017-05-18,5.4444496635625335
air_0585011fa179bcce_2017-05-19,4.780624241165787
air_0585011fa179bcce_2017-05-20,7.042957864781901
air_0585011fa179bcce_2017-05-21,4.605681744358835
air_0585011fa179bcce_2017-05-22,3.459981643196521
air_0585011fa179bcce_2017-05-23,3.615997762353119
air_0585011fa179bcce_2017-05-24,4.885118016925445
air_0585011fa179bcce_2017-05-25,5.456284910709039
air_0585011fa179bcce_2017-05-26,4.800903545038793
air_0585011fa179bcce_2017-05-27,7.102308720857801
air_0585011fa179bcce_2017-05-28,4.580280853327247
air_0585011fa179bcce_2017-05-29,3.5106345452229197
air_0585011fa179bcce_2017-05-30,3.6522157532578903
air_0585011fa179bcce_2017-05-31,4.895169858259398
air_05c325d315cc17f5_2017-04-23,28.84004675605753
air_05c325d315cc17f5_2017-04-24,20.059143328159237
air_05c325d315cc17f5_2017-04-25,19.789957813157553
air_05c325d315cc17f5_2017-04-26,22.88019964840398
air_05c325d315cc17f5_2017-04-27,20.903523646556298
air_05c325d315cc17f5_2017-04-28,23.50274793784847
air_05c325d315cc17f5_2017-04-29,32.693467171811776
air_05c325d315cc17f5_2017-04-30,28.28862184757621
air_05c325d315cc17f5_2017-05-01,20.59478219574324
air_05c325d315cc17f5_2017-05-02,19.8359230514179
air_05c325d315cc17f5_2017-05-03,27.906499000085375
air_05c325d315cc17f5_2017-05-04,28.79298675801125
air_05c325d315cc17f5_2017-05-05,27.309170328994764
air_05c325d315cc17f5_2017-05-06,30.663051552914524
air_05c325d315cc17f5_2017-05-07,28.043524232378033
air_05c325d315cc17f5_2017-05-08,20.226736709078118
air_05c325d315cc17f5_2017-05-09,19.43389982833336
air_05c325d315cc17f5_2017-05-10,23.082119372942813
air_05c325d315cc17f5_2017-05-11,20.61597662462044
air_05c325d315cc17f5_2017-05-12,22.939240361494758
air_05c325d315cc17f5_2017-05-13,30.579129655676898
air_05c325d315cc17f5_2017-05-14,28.355098621360185
air_05c325d315cc17f5_2017-05-15,20.250464718646985
air_05c325d315cc17f5_2017-05-16,19.598113270554368
air_05c325d315cc17f5_2017-05-17,23.03620607058827
air_05c325d315cc17f5_2017-05-18,20.81369748298061
